TIPO_ELECCION,ANIO,ID_ESTADO,ID_MUNICIPIO,PARTIDO_CI,CANDIDATO,NOMBRE_FOTO
AYUNTAMIENTO,2024,22,6,PRD,ANTONIO MERCED VELAZQUEZ MONTES,antonio_montes
AYUNTAMIENTO,2024,22,6,MC,MARIANA MICHELLE CARBAJAL ALVAREZ,mariana_alvarez
AYUNTAMIENTO,2024,22,6,PVEM,MARIA DE GUADALUPE RESENDIZ RODRIGUEZ,maria_rodriguez
AYUNTAMIENTO,2024,22,6,PQS,MARIA LAURA RAMIREZ VALENCIA,maria_valencia
AYUNTAMIENTO,2024,22,6,MORENA-PT,IVAN RESENDIZ RAMIREZ,ivan_ramirez
AYUNTAMIENTO,2024,22,6,PAN-PRI,MAGDA GUADALUPE PEREZ MONTES,magda_montes
AYUNTAMIENTO,2024,22,7,MC,CAROLINA FLORES CRUZ,carolina_cruz
AYUNTAMIENTO,2024,22,7,PVEM,JUAN GUZMAN CABRERA,juan_cabrera
AYUNTAMIENTO,2024,22,7,MORENA,JENNIFER ALEJANDRA PEREZ ROMERO,jennifer_romero
AYUNTAMIENTO,2024,22,7,PT,JOSE BENJAMIN MARTINEZ CABRERA,jose_cabrera
AYUNTAMIENTO,2024,22,7,PQS,EDDER IVAN JIMENEZ CARBAJAL,edder_carbajal
AYUNTAMIENTO,2024,22,7,PAN-PRI-PRD,JAIRO IVAN MORALES MARTINEZ,jairo_martinez
AYUNTAMIENTO,2024,22,8,MORENA,LUIS FORTANEL LEON,luis_leon
AYUNTAMIENTO,2024,22,8,PT,JEANNETE ALI GALLEGOS GALVAN,jeannete_galvan
AYUNTAMIENTO,2024,22,15,IND,J. BELEM LEDESMA LEDESMA,j._ledesma
AYUNTAMIENTO,2024,22,4,IND,LEONARDO DIEZ DE BONILLA GONZALEZ,leonardo_gonzalez
AYUNTAMIENTO,2024,22,8,PAN-PRI-PRD,LIZ SELENE SALAZAR PEREZ,liz_perez
AYUNTAMIENTO,2024,22,9,PRI,YUNUEN ARACELI BENITEZ MALDONADO,yunuen_maldonado
AYUNTAMIENTO,2024,22,9,MC,LIZETH DIAZ GARCIA,lizeth_garcia
AYUNTAMIENTO,2024,22,9,PVEM-MORENA-PT,DIANA LAURA OLVERA RUBIO,diana_rubio
AYUNTAMIENTO,2024,22,9,PAN-PRD,SONIA PONCE CAMACHO,sonia_camacho
AYUNTAMIENTO,2024,22,10,PAN,RODRIGO MONSALVO CASTELAN,rodrigo_castelan
AYUNTAMIENTO,2024,22,10,PRI,MARIA GUADALUPE CARDENAS MOLINA,maria_molina
AYUNTAMIENTO,2024,22,10,PRD,JOSE GUADALUPE SANCHEZ CAMACHO,jose_camacho
AYUNTAMIENTO,2024,22,10,MC,DALIA ITZEL ROMERO GONZALEZ,dalia_gonzalez
AYUNTAMIENTO,2024,22,10,PVEM,MARIA DEL PILAR SARTI AVELAR,maria_avelar
AYUNTAMIENTO,2024,22,10,MORENA,JORGE ARTURO LOMELI NORIEGA,jorge_noriega
AYUNTAMIENTO,2024,22,10,PT,MARIA DE LA LUZ PEREZ NARANJO,maria_naranjo
AYUNTAMIENTO,2024,22,10,PQS,ALEJANDRA DEL SOCORRO BARRERA RAIGOZA,alejandra_raigoza
AYUNTAMIENTO,2024,22,11,PAN,MERCEDES PONCE TOVAR,mercedes_tovar
AYUNTAMIENTO,2024,22,11,MC,MIGUEL ANGEL RUIZ BARRON,miguel_barron
AYUNTAMIENTO,2024,22,11,PVEM,MARIA ROMERO BOTELLO,maria_botello
AYUNTAMIENTO,2024,22,11,MORENA,JUAN ALBERTO NAVA CRUZ,juan_cruz
AYUNTAMIENTO,2024,22,11,PT,PERLA ALCANTARA SANCHEZ,perla_sanchez
AYUNTAMIENTO,2024,22,11,PQS,RENE ARCILA SIXTOS,rene_sixtos
AYUNTAMIENTO,2024,22,11,PRI-PRD,NATALIA PALOMA SILVA OLVERA,natalia_olvera
AYUNTAMIENTO,2024,22,12,MC,LUIS ADHALID FIGUEROA MUNGUIA,luis_munguia
AYUNTAMIENTO,2024,22,12,PVEM,LIBIA AGUILAR CERVANTEZ,libia_cervantez
AYUNTAMIENTO,2024,22,12,MORENA,AGNOLI GARCIA ROSALES,agnoli_rosales
AYUNTAMIENTO,2024,22,12,PT,MAURICIO IBARRA GARCIA,mauricio_garcia
AYUNTAMIENTO,2024,22,12,PQS,LETICIA ALVARADO GUDINO,leticia_gudino
AYUNTAMIENTO,2024,22,12,PAN-PRI-PRD,ANA KAREN JIMENEZ GUILLEN,ana_guillen
AYUNTAMIENTO,2024,22,13,PRD,ISIDRO GARAY PACHECO,isidro_pacheco
AYUNTAMIENTO,2024,22,13,MC,MA. CONCEPCION OLMOS PICHARDO,ma._pichardo
AYUNTAMIENTO,2024,22,13,PVEM,ANA LAURA CRUZ GONZALEZ,ana_gonzalez
AYUNTAMIENTO,2024,22,13,MORENA-PT,REYNA QUINTANA GARCIA,reyna_garcia
AYUNTAMIENTO,2024,22,13,PAN-PRI,MARIA GUADALUPE RAMIREZ PLAZA,maria_plaza
AYUNTAMIENTO,2024,22,14,MC,PAULINA AGUADO ROMERO,paulina_romero
AYUNTAMIENTO,2024,22,14,PQS,PALOMA ARCE ISLAS,paloma_islas
AYUNTAMIENTO,2024,22,14,PVEM-MORENA-PT,JOSE MARIA TAPIA FRANCO,jose_franco
AYUNTAMIENTO,2024,22,14,PAN-PRI-PRD,FELIPE FERNANDO MACIAS OLVERA,felipe_olvera
AYUNTAMIENTO,2024,22,15,PAN,MARIA BEATRIZ GONZALEZ SALDIVAR,maria_saldivar
AYUNTAMIENTO,2024,22,15,PVEM,CARLOS MANUEL LEDESMA ROBLES,carlos_robles
AYUNTAMIENTO,2024,22,15,MORENA,LEIDY ELIZABETH GONZALEZ REYES,leidy_reyes
AYUNTAMIENTO,2024,22,15,PT,NANCY GUERRERO ARTEAGA,nancy_arteaga
AYUNTAMIENTO,2024,22,8,IND,RUBEN HERNANDEZ ROBLES,ruben_robles
AYUNTAMIENTO,2024,22,15,PRI-PRD,MIGUEL MARTINEZ SOLANO,miguel_solano
AYUNTAMIENTO,2024,22,16,PAN,ROBERTO CARLOS CABRERA VALENCIA,roberto_valencia
AYUNTAMIENTO,2024,22,16,PRI,VANIA CAMACHO GALVAN,vania_galvan
AYUNTAMIENTO,2024,22,16,PRD,MIRIAM DE JESUS GOMEZ ANAYA,miriam_anaya
AYUNTAMIENTO,2024,22,16,MC,VICTOR MANUEL ROCHA BASURTO,victor_basurto
AYUNTAMIENTO,2024,22,16,PQS,ANTONIO JUAN CAMACHO RAMIREZ,antonio_ramirez
AYUNTAMIENTO,2024,22,16,PVEM-MORENA-PT,JUAN ALVARADO NAVARRETE,juan_navarrete
AYUNTAMIENTO,2024,22,17,MC,JOSE GAYTAN ALCARAZ,jose_alcaraz
AYUNTAMIENTO,2024,22,17,PVEM,ADOLFO ESTRELLA DIAZ,adolfo_diaz
AYUNTAMIENTO,2024,22,17,PQS,ANA ROSA CRUZ PEREZ,ana_perez
AYUNTAMIENTO,2024,22,18,IND,SAUL SANCHEZ PEREZ,saul_perez
AYUNTAMIENTO,2024,22,17,MRGH,MARIA DEL ROSARIO GARCIA HUERTA,maria_huerta
AYUNTAMIENTO,2024,22,17,MORENA-PT,HECTOR IVAN MAGANA RENTERIA,hector_renteria
AYUNTAMIENTO,2024,22,17,PAN-PRI-PRD,NORMA MEJIA LIRA,norma_lira
AYUNTAMIENTO,2024,22,18,PAN,CESAREO ALCANTARA DE SANTIAGO,cesareo_santiago
AYUNTAMIENTO,2024,22,18,PRI,DANIEL DE SANTIAGO LUNA,daniel_luna
AYUNTAMIENTO,2024,22,18,PRD,CARIDAD PENA PEREZ,caridad_perez
AYUNTAMIENTO,2024,22,18,MC,VICTOR RESENDIZ VELAZQUEZ,victor_velazquez
AYUNTAMIENTO,2024,22,18,PVEM,ALEJO SANCHEZ DE SANTIAGO,alejo_santiago
AYUNTAMIENTO,2024,22,18,PQS,SAUL FEREGRINO FERNANDEZ DE JAUREGUI,saul_jauregui
AYUNTAMIENTO,2024,22,4,IND,SERGIO MARTINEZ GOMEZ,sergio_gomez
AYUNTAMIENTO,2024,22,18,MORENA-PT,LORELEY ITZEL GODINEZ PAZ,loreley_paz
