#,CVE_ENTIDAD,ENTIDAD,CU_MUNICIPIO,MUNICIPIO,DF,DL,SECCION,LISTA_NOMINAL,VOTOS_EMITIDOS,PARTICIPACION,ABSTENCION,1ER_LUGAR,1ERO_VOTOS,PCN,DIF_VOTOS_2DO,DIF_PCN_2DO,2DO_LUGAR,2DO_VOTOS,PCN 2,DIF_VOTOS_3RO,DIF_PCN_3RO,3ER_LUGAR,3RO_VOTOS,PCN 3,1PP_MV,VOTOS,PCN 4,DIF_2DO,PCN 5,2PP_MV,VOTOS 2,PCN 6,DIF_3RO,PCN 7,3PP_MV,VOTOS 3,PCN 8,PAN,PCN 9,PRI,PCN 10,PRD,PCN 11,MC,PCN 12,PVEM,PCN 13,MORENA,PCN 14,PT,PCN 15,QI,PCN 16,PES,PCN 17,RSP,PCN 18,FxM,PCN 19,PAN_QI,PCN 20,CNR,PCN 21,NULOS,PCN 22,TOT_VOTOS,VALIDACION
204,22,QUERÉTARO,10,EL MARQUES,,12,209,1.990,1.235,"0,62","0,38",PAN,524,"0,42",176,"0,14",PRI,348,"0,28",64,"0,05",MORENA,284,"0,23",PAN,524,"0,42",176,"0,14",PRI,348,"0,28",64,"0,05",MORENA,284,"0,23",524,"0,42",348,"0,28",2,"0,00",20,"0,02",12,"0,01",284,"0,23",1,"0,00",6,"0,00",3,"0,00",3,"0,00",13,"0,01",2,0,0,"0,00",17,"0,01",1.235,"100,00%"
205,22,QUERÉTARO,11,PEDRO ESCOBEDO,,10,210,2.023,1.114,"0,55","0,45",PAN,563,"0,51",294,"0,26",MORENA,269,"0,24",113,"0,10",PRI,156,"0,14",PAN,563,"0,51",294,"0,26",MORENA,269,"0,24",113,"0,10",PRI,156,"0,14",563,"0,51",156,"0,14",6,"0,01",38,"0,03",12,"0,01",269,"0,24",2,"0,00",6,"0,01",1,"0,00",13,"0,01",19,"0,02",3,0,1,"0,00",25,"0,02",1.114,"100,00%"
206,22,QUERÉTARO,11,PEDRO ESCOBEDO,,10,211,1.419,832,"0,59","0,41",PAN,438,"0,53",230,"0,28",MORENA,208,"0,25",113,"0,14",PRI,95,"0,11",PAN,438,"0,53",230,"0,28",MORENA,208,"0,25",113,"0,14",PRI,95,"0,11",438,"0,53",95,"0,11",3,"0,00",25,"0,03",18,"0,02",208,"0,25",2,"0,00",10,"0,01",5,"0,01",7,"0,01",14,"0,02",0,0,0,"0,00",7,"0,01",832,"100,00%"
207,22,QUERÉTARO,11,PEDRO ESCOBEDO,,10,212,3.570,2.077,"0,58","0,42",PAN,1.012,"0,49",457,"0,22",MORENA,555,"0,27",335,"0,16",PRI,220,"0,11",PAN,1.012,"0,49",457,"0,22",MORENA,555,"0,27",335,"0,16",PRI,220,"0,11",1.012,"0,49",220,"0,11",16,"0,01",52,"0,03",56,"0,03",555,"0,27",9,"0,00",49,"0,02",8,"0,00",35,"0,02",35,"0,02",0,0,0,"0,00",30,"0,01",2.077,"100,00%"
208,22,QUERÉTARO,11,PEDRO ESCOBEDO,,10,213,1.827,1.073,"0,59","0,41",PAN,547,"0,51",271,"0,25",MORENA,276,"0,26",124,"0,12",PRI,152,"0,14",PAN,547,"0,51",271,"0,25",MORENA,276,"0,26",124,"0,12",PRI,152,"0,14",547,"0,51",152,"0,14",6,"0,01",26,"0,02",8,"0,01",276,"0,26",1,"0,00",7,"0,01",4,"0,00",11,"0,01",14,"0,01",3,0,0,"0,00",18,"0,02",1.073,"100,00%"
209,22,QUERÉTARO,11,PEDRO ESCOBEDO,,10,214,3.089,1.521,"0,49","0,51",PAN,660,"0,43",176,"0,12",MORENA,484,"0,32",312,"0,21",PRI,172,"0,11",PAN,660,"0,43",176,"0,12",MORENA,484,"0,32",312,"0,21",PRI,172,"0,11",660,"0,43",172,"0,11",9,"0,01",45,"0,03",32,"0,02",484,"0,32",6,"0,00",14,"0,01",8,"0,01",25,"0,02",43,"0,03",0,0,1,"0,00",22,"0,01",1.521,"100,00%"
210,22,QUERÉTARO,11,PEDRO ESCOBEDO,,10,215,1.981,1.116,"0,56","0,44",PAN,635,"0,57",415,"0,37",MORENA,220,"0,20",109,"0,10",PRI,111,"0,10",PAN,635,"0,57",415,"0,37",MORENA,220,"0,20",109,"0,10",PRI,111,"0,10",635,"0,57",111,"0,10",8,"0,01",24,"0,02",15,"0,01",220,"0,20",4,"0,00",11,"0,01",9,"0,01",13,"0,01",40,"0,04",2,0,1,"0,00",23,"0,02",1.116,"100,00%"
211,22,QUERÉTARO,11,PEDRO ESCOBEDO,,10,216,2.626,1.306,"0,50","0,50",PAN,573,"0,44",172,"0,13",MORENA,401,"0,31",293,"0,22",PRI,108,"0,08",PAN,573,"0,44",172,"0,13",MORENA,401,"0,31",293,"0,22",PRI,108,"0,08",573,"0,44",108,"0,08",10,"0,01",23,"0,02",32,"0,02",401,"0,31",3,"0,00",8,"0,01",9,"0,01",11,"0,01",86,"0,07",2,0,2,"0,00",38,"0,03",1.306,"100,00%"
212,22,QUERÉTARO,11,PEDRO ESCOBEDO,,10,217,2.208,1.104,"0,50","0,50",PAN,445,"0,40",108,"0,10",MORENA,337,"0,31",203,"0,18",PRI,134,"0,12",PAN,445,"0,40",108,"0,10",MORENA,337,"0,31",203,"0,18",PRI,134,"0,12",445,"0,40",134,"0,12",13,"0,01",17,"0,02",33,"0,03",337,"0,31",8,"0,01",7,"0,01",15,"0,01",28,"0,03",45,"0,04",3,0,0,"0,00",19,"0,02",1.104,"100,00%"
213,22,QUERÉTARO,11,PEDRO ESCOBEDO,,10,218,1.538,826,"0,54","0,46",PAN,423,"0,51",211,"0,26",MORENA,212,"0,26",122,"0,15",PRI,90,"0,11",PAN,423,"0,51",211,"0,26",MORENA,212,"0,26",122,"0,15",PRI,90,"0,11",423,"0,51",90,"0,11",6,"0,01",21,"0,03",14,"0,02",212,"0,26",5,"0,01",5,"0,01",5,"0,01",8,"0,01",16,"0,02",3,0,1,"0,00",17,"0,02",826,"100,00%"
214,22,QUERÉTARO,11,PEDRO ESCOBEDO,,10,219,1.780,1.145,"0,64","0,36",PAN,534,"0,47",237,"0,21",MORENA,297,"0,26",137,"0,12",PRI,160,"0,14",PAN,534,"0,47",237,"0,21",MORENA,297,"0,26",137,"0,12",PRI,160,"0,14",534,"0,47",160,"0,14",4,"0,00",32,"0,03",19,"0,02",297,"0,26",5,"0,00",6,"0,01",5,"0,00",13,"0,01",52,"0,05",3,0,0,"0,00",15,"0,01",1.145,"100,00%"
215,22,QUERÉTARO,11,PEDRO ESCOBEDO,,10,220,1.919,956,"0,50","0,50",MORENA,393,"0,41",41,"0,04",PAN,352,"0,37",291,"0,30",PRI,61,"0,06",MORENA,393,"0,41",41,"0,04",PAN,352,"0,37",291,"0,30",PRI,61,"0,06",352,"0,37",61,"0,06",13,"0,01",25,"0,03",35,"0,04",393,"0,41",11,"0,01",2,"0,00",6,"0,01",20,"0,02",11,"0,01",0,0,0,"0,00",27,"0,03",956,"100,00%"
216,22,QUERÉTARO,11,PEDRO ESCOBEDO,,10,221,2.279,1.033,"0,45","0,55",PAN,441,"0,43",72,"0,07",MORENA,369,"0,36",296,"0,29",PRI,73,"0,07",PAN,441,"0,43",72,"0,07",MORENA,369,"0,36",296,"0,29",PRI,73,"0,07",441,"0,43",73,"0,07",11,"0,01",17,"0,02",34,"0,03",369,"0,36",2,"0,00",4,"0,00",5,"0,00",20,"0,02",22,"0,02",6,0,0,"0,00",29,"0,03",1.033,"100,00%"
217,22,QUERÉTARO,11,PEDRO ESCOBEDO,,10,222,3.057,1.589,"0,52","0,48",PAN,742,"0,47",330,"0,21",MORENA,412,"0,26",176,"0,11",PRI,236,"0,15",PAN,742,"0,47",330,"0,21",MORENA,412,"0,26",176,"0,11",PRI,236,"0,15",742,"0,47",236,"0,15",8,"0,01",23,"0,01",66,"0,04",412,"0,26",5,"0,00",8,"0,01",16,"0,01",15,"0,01",33,"0,02",1,0,0,"0,00",24,"0,02",1.589,"100,00%"
218,22,QUERÉTARO,11,PEDRO ESCOBEDO,,10,223,2.168,1.240,"0,57","0,43",PAN,640,"0,52",338,"0,27",MORENA,302,"0,24",201,"0,16",PRI,101,"0,08",PAN,640,"0,52",338,"0,27",MORENA,302,"0,24",201,"0,16",PRI,101,"0,08",640,"0,52",101,"0,08",11,"0,01",32,"0,03",28,"0,02",302,"0,24",7,"0,01",16,"0,01",18,"0,01",31,"0,03",28,"0,02",1,0,0,"0,00",25,"0,02",1.240,"100,00%"
219,22,QUERÉTARO,11,PEDRO ESCOBEDO,,10,224,2.263,1.551,"0,69","0,31",PAN,945,"0,61",519,"0,33",MORENA,426,"0,27",365,"0,24",PRI,61,"0,04",PAN,945,"0,61",519,"0,33",MORENA,426,"0,27",365,"0,24",PRI,61,"0,04",945,"0,61",61,"0,04",6,"0,00",10,"0,01",23,"0,01",426,"0,27",10,"0,01",10,"0,01",0,"0,00",17,"0,01",17,"0,01",4,0,0,"0,00",22,"0,01",1.551,"100,00%"
220,22,QUERÉTARO,11,PEDRO ESCOBEDO,,10,225,1.707,1.086,"0,64","0,36",PAN,688,"0,63",438,"0,40",MORENA,250,"0,23",193,"0,18",PRI,57,"0,05",PAN,688,"0,63",438,"0,40",MORENA,250,"0,23",193,"0,18",PRI,57,"0,05",688,"0,63",57,"0,05",10,"0,01",15,"0,01",10,"0,01",250,"0,23",4,"0,00",4,"0,00",3,"0,00",4,"0,00",27,"0,02",0,0,0,"0,00",14,"0,01",1.086,"100,00%"
221,22,QUERÉTARO,11,PEDRO ESCOBEDO,,10,226,2.567,1.190,"0,46","0,54",PAN,545,"0,46",288,"0,24",MORENA,257,"0,22",59,"0,05",PRI,198,"0,17",PAN,545,"0,46",288,"0,24",MORENA,257,"0,22",59,"0,05",PRI,198,"0,17",545,"0,46",198,"0,17",19,"0,02",24,"0,02",38,"0,03",257,"0,22",4,"0,00",4,"0,00",16,"0,01",20,"0,02",28,"0,02",0,0,0,"0,00",37,"0,03",1.190,"100,00%"
222,22,QUERÉTARO,11,PEDRO ESCOBEDO,,10,227,2.558,1.161,"0,45","0,55",PAN,415,"0,36",95,"0,08",MORENA,320,"0,28",107,"0,09",PRI,213,"0,18",PAN,415,"0,36",95,"0,08",MORENA,320,"0,28",107,"0,09",PRI,213,"0,18",415,"0,36",213,"0,18",16,"0,01",30,"0,03",22,"0,02",320,"0,28",5,"0,00",4,"0,00",22,"0,02",25,"0,02",54,"0,05",0,0,0,"0,00",35,"0,03",1.161,"100,00%"
223,22,QUERÉTARO,11,PEDRO ESCOBEDO,,10,228,2.935,1.085,"0,37","0,63",PAN,403,"0,37",116,"0,11",MORENA,287,"0,26",96,"0,09",PRI,191,"0,18",PAN,403,"0,37",116,"0,11",MORENA,287,"0,26",96,"0,09",PRI,191,"0,18",403,"0,37",191,"0,18",21,"0,02",33,"0,03",29,"0,03",287,"0,26",5,"0,00",10,"0,01",8,"0,01",18,"0,02",51,"0,05",3,0,0,"0,00",26,"0,02",1.085,"100,00%"
224,22,QUERÉTARO,11,PEDRO ESCOBEDO,,10,229,1.340,585,"0,44","0,56",PAN,254,"0,43",145,"0,25",MORENA,109,"0,19",49,"0,08",PRI,60,"0,10",PAN,254,"0,43",145,"0,25",MORENA,109,"0,19",49,"0,08",PRI,60,"0,10",254,"0,43",60,"0,10",27,"0,05",18,"0,03",15,"0,03",109,"0,19",3,"0,01",2,"0,00",14,"0,02",9,"0,02",44,"0,08",5,0,1,"0,00",24,"0,04",585,"100,00%"
225,22,QUERÉTARO,11,PEDRO ESCOBEDO,,10,230,4.206,2.263,"0,54","0,46",PAN,1.204,"0,53",811,"0,36",MORENA,393,"0,17",79,"0,03",PRI,314,"0,14",PAN,1.204,"0,53",811,"0,36",MORENA,393,"0,17",79,"0,03",PRI,314,"0,14",1.204,"0,53",314,"0,14",13,"0,01",52,"0,02",48,"0,02",393,"0,17",7,"0,00",28,"0,01",20,"0,01",48,"0,02",41,"0,02",20,0,0,"0,00",75,"0,03",2.263,"100,00%"
226,22,QUERÉTARO,11,PEDRO ESCOBEDO,,10,231,2.847,1.412,"0,50","0,50",PAN,540,"0,38",198,"0,14",MORENA,342,"0,24",141,"0,10",PRI,201,"0,14",PAN,540,"0,38",198,"0,14",MORENA,342,"0,24",141,"0,10",PRI,201,"0,14",540,"0,38",201,"0,14",9,"0,01",42,"0,03",56,"0,04",342,"0,24",6,"0,00",5,"0,00",22,"0,02",21,"0,01",101,"0,07",8,0,1,"0,00",58,"0,04",1.412,"100,00%"
227,22,QUERÉTARO,11,PEDRO ESCOBEDO,,10,232,654,300,"0,46","0,54",PAN,114,"0,38",49,"0,16",MORENA,65,"0,22",12,"0,04",PRI,53,"0,18",PAN,114,"0,38",49,"0,16",MORENA,65,"0,22",12,"0,04",PRI,53,"0,18",114,"0,38",53,"0,18",2,"0,01",12,"0,04",9,"0,03",65,"0,22",5,"0,02",2,"0,01",5,"0,02",2,"0,01",23,"0,08",0,0,0,"0,00",8,"0,03",300,"100,00%"
228,22,QUERÉTARO,11,PEDRO ESCOBEDO,,10,233,2.842,1.577,"0,55","0,45",PAN,964,"0,61",577,"0,37",MORENA,387,"0,25",293,"0,19",PRI,94,"0,06",PAN,964,"0,61",577,"0,37",MORENA,387,"0,25",293,"0,19",PRI,94,"0,06",964,"0,61",94,"0,06",8,"0,01",19,"0,01",23,"0,01",387,"0,25",12,"0,01",6,"0,00",6,"0,00",8,"0,01",28,"0,02",4,0,0,"0,00",18,"0,01",1.577,"100,00%"
229,22,QUERÉTARO,12,PEÃ‘AMILLER,,15,234,1.760,1.390,"0,79","0,21",PAN,962,"0,69",791,"0,57",MORENA,171,"0,12",23,"0,02",PVEM,148,"0,11",PAN,962,"0,69",791,"0,57",MORENA,171,"0,12",23,"0,02",PVEM,148,"0,11",962,"0,69",32,"0,02",4,"0,00",19,"0,01",148,"0,11",171,"0,12",3,"0,00",6,"0,00",1,"0,00",3,"0,00",0,"0,00",5,0,0,"0,00",36,"0,03",1.390,"100,00%"
230,22,QUERÉTARO,12,PEÃ‘AMILLER,,15,235,404,328,"0,81","0,19",PAN,167,"0,51",84,"0,26",PVEM,83,"0,25",44,"0,13",MORENA,39,"0,12",PAN,167,"0,51",84,"0,26",PVEM,83,"0,25",44,"0,13",MORENA,39,"0,12",167,"0,51",17,"0,05",0,"0,00",0,"0,00",83,"0,25",39,"0,12",1,"0,00",3,"0,01",0,"0,00",0,"0,00",1,"0,00",2,0,0,"0,00",15,"0,05",328,"100,00%"
231,22,QUERÉTARO,12,PEÃ‘AMILLER,,15,236,305,197,"0,65","0,35",PAN,119,"0,60",77,"0,39",PVEM,42,"0,21",24,"0,12",MORENA,18,"0,09",PAN,119,"0,60",77,"0,39",PVEM,42,"0,21",24,"0,12",MORENA,18,"0,09",119,"0,60",6,"0,03",0,"0,00",0,"0,00",42,"0,21",18,"0,09",1,"0,01",0,"0,00",0,"0,00",0,"0,00",0,"0,00",2,0,2,"0,01",7,"0,04",197,"100,00%"
232,22,QUERÉTARO,12,PEÃ‘AMILLER,,15,237,2.258,1.563,"0,69","0,31",PAN,903,"0,58",525,"0,34",PVEM,378,"0,24",258,"0,17",MORENA,120,"0,08",PAN,903,"0,58",525,"0,34",PVEM,378,"0,24",258,"0,17",MORENA,120,"0,08",903,"0,58",65,"0,04",0,"0,00",4,"0,00",378,"0,24",120,"0,08",0,"0,00",7,"0,00",12,"0,01",1,"0,00",1,"0,00",3,0,0,"0,00",69,"0,04",1.563,"100,00%"
233,22,QUERÉTARO,12,PEÃ‘AMILLER,,15,238,524,331,"0,63","0,37",PAN,179,"0,54",105,"0,32",MORENA,74,"0,22",18,"0,05",PVEM,56,"0,17",PAN,179,"0,54",105,"0,32",MORENA,74,"0,22",18,"0,05",PVEM,56,"0,17",179,"0,54",5,"0,02",2,"0,01",2,"0,01",56,"0,17",74,"0,22",0,"0,00",0,"0,00",0,"0,00",1,"0,00",0,"0,00",0,0,0,"0,00",12,"0,04",331,"100,00%"
234,22,QUERÉTARO,12,PEÃ‘AMILLER,,15,239,460,291,"0,63","0,37",PAN,152,"0,52",58,"0,20",PVEM,94,"0,32",79,"0,27",NULOS,15,"0,05",PAN,152,"0,52",58,"0,20",PVEM,94,"0,32",79,"0,27",NULOS,15,"0,05",152,"0,52",7,"0,02",0,"0,00",2,"0,01",94,"0,32",13,"0,04",0,"0,00",4,"0,01",3,"0,01",0,"0,00",0,"0,00",1,0,0,"0,00",15,"0,05",291,"100,00%"
235,22,QUERÉTARO,12,PEÃ‘AMILLER,,15,240,1.229,943,"0,77","0,23",PAN,553,"0,59",396,"0,42",PVEM,157,"0,17",21,"0,02",MORENA,136,"0,14",PAN,553,"0,59",396,"0,42",PVEM,157,"0,17",21,"0,02",MORENA,136,"0,14",553,"0,59",34,"0,04",0,"0,00",1,"0,00",157,"0,17",136,"0,14",0,"0,00",13,"0,01",6,"0,01",8,"0,01",0,"0,00",5,0,0,"0,00",30,"0,03",943,"100,00%"
236,22,QUERÉTARO,12,PEÃ‘AMILLER,,15,241,1.167,793,"0,68","0,32",PAN,448,"0,56",222,"0,28",PVEM,226,"0,28",176,"0,22",MORENA,50,"0,06",PAN,448,"0,56",222,"0,28",PVEM,226,"0,28",176,"0,22",MORENA,50,"0,06",448,"0,56",19,"0,02",2,"0,00",2,"0,00",226,"0,28",50,"0,06",2,"0,00",4,"0,01",2,"0,00",1,"0,00",0,"0,00",13,0,0,"0,00",24,"0,03",793,"100,00%"
237,22,QUERÉTARO,12,PEÃ‘AMILLER,,15,242,969,600,"0,62","0,38",PAN,315,"0,53",180,"0,30",MORENA,135,"0,23",50,"0,08",PVEM,85,"0,14",PAN,315,"0,53",180,"0,30",MORENA,135,"0,23",50,"0,08",PVEM,85,"0,14",315,"0,53",12,"0,02",1,"0,00",4,"0,01",85,"0,14",135,"0,23",0,"0,00",12,"0,02",8,"0,01",1,"0,00",0,"0,00",2,0,0,"0,00",25,"0,04",600,"100,00%"
238,22,QUERÉTARO,12,PEÃ‘AMILLER,,15,243,671,518,"0,77","0,23",PAN,325,"0,63",236,"0,46",MORENA,89,"0,17",14,"0,03",PVEM,75,"0,14",PAN,325,"0,63",236,"0,46",MORENA,89,"0,17",14,"0,03",PVEM,75,"0,14",325,"0,63",7,"0,01",0,"0,00",4,"0,01",75,"0,14",89,"0,17",1,"0,00",6,"0,01",1,"0,00",2,"0,00",0,"0,00",0,0,0,"0,00",8,"0,02",518,"100,00%"
239,22,QUERÉTARO,12,PEÃ‘AMILLER,,15,244,714,553,"0,77","0,23",PAN,304,"0,55",200,"0,36",PVEM,104,"0,19",12,"0,02",MORENA,92,"0,17",PAN,304,"0,55",200,"0,36",PVEM,104,"0,19",12,"0,02",MORENA,92,"0,17",304,"0,55",13,"0,02",1,"0,00",0,"0,00",104,"0,19",92,"0,17",7,"0,01",2,"0,00",1,"0,00",12,"0,02",0,"0,00",2,0,0,"0,00",15,"0,03",553,"100,00%"
240,22,QUERÉTARO,12,PEÃ‘AMILLER,,15,245,2.689,2.055,"0,76","0,24",PAN,940,"0,46",488,"0,24",PVEM,452,"0,22",81,"0,04",MORENA,371,"0,18",PAN,940,"0,46",488,"0,24",PVEM,452,"0,22",81,"0,04",MORENA,371,"0,18",940,"0,46",167,"0,08",5,"0,00",18,"0,01",452,"0,22",371,"0,18",0,"0,00",22,"0,01",6,"0,00",5,"0,00",3,"0,00",9,0,1,"0,00",56,"0,03",2.055,"100,00%"
241,22,QUERÉTARO,12,PEÃ‘AMILLER,,15,246,107,88,"0,82","0,18",PAN,42,"0,48",22,"0,25",PVEM,20,"0,23",3,"0,03",MORENA,17,"0,19",PAN,42,"0,48",22,"0,25",PVEM,20,"0,23",3,"0,03",MORENA,17,"0,19",42,"0,48",3,"0,03",0,"0,00",2,"0,02",20,"0,23",17,"0,19",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,"0,00",0,0,0,"0,00",4,"0,05",88,"100,00%"
242,22,QUERÉTARO,12,PEÃ‘AMILLER,,15,247,1.750,1.395,"0,80","0,20",PAN,841,"0,60",550,"0,39",PVEM,291,"0,21",120,"0,09",MORENA,171,"0,12",PAN,841,"0,60",550,"0,39",PVEM,291,"0,21",120,"0,09",MORENA,171,"0,12",841,"0,60",40,"0,03",1,"0,00",3,"0,00",291,"0,21",171,"0,12",3,"0,00",1,"0,00",2,"0,00",8,"0,01",0,"0,00",8,0,0,"0,00",26,"0,02",1.395,"100,00%"
243,22,QUERÉTARO,13,PINAL DE AMOLES,,15,248,1.964,1.511,"0,77","0,23",PAN,968,"0,64",690,"0,46",PRI,278,"0,18",151,"0,10",MORENA,127,"0,08",PAN,968,"0,64",690,"0,46",PRI,278,"0,18",151,"0,10",MORENA,127,"0,08",968,"0,64",278,"0,18",3,"0,00",15,"0,01",11,"0,01",127,"0,08",14,"0,01",36,"0,02",3,"0,00",2,"0,00",11,"0,01",3,0,0,"0,00",40,"0,03",1.511,"100,00%"
244,22,QUERÉTARO,13,PINAL DE AMOLES,,15,249,942,704,"0,75","0,25",PAN,419,"0,60",279,"0,40",PRI,140,"0,20",53,"0,08",MORENA,87,"0,12",PAN,419,"0,60",279,"0,40",PRI,140,"0,20",53,"0,08",MORENA,87,"0,12",419,"0,60",140,"0,20",5,"0,01",1,"0,00",2,"0,00",87,"0,12",0,"0,00",13,"0,02",2,"0,00",0,"0,00",3,"0,00",7,0,0,"0,00",25,"0,04",704,"100,00%"
245,22,QUERÉTARO,13,PINAL DE AMOLES,,15,250,1.547,903,"0,58","0,42",PAN,494,"0,55",359,"0,40",PRD,135,"0,15",4,"0,00",PRI,131,"0,15",PAN,494,"0,55",359,"0,40",PRD,135,"0,15",4,"0,00",PRI,131,"0,15",494,"0,55",131,"0,15",135,"0,15",3,"0,00",6,"0,01",37,"0,04",1,"0,00",6,"0,01",4,"0,00",1,"0,00",27,"0,03",4,0,0,"0,00",54,"0,06",903,"100,00%"
246,22,QUERÉTARO,13,PINAL DE AMOLES,,15,251,1.571,1.075,"0,68","0,32",PAN,638,"0,59",321,"0,30",PRI,317,"0,29",273,"0,25",NULOS,44,"0,04",PAN,638,"0,59",321,"0,30",PRI,317,"0,29",273,"0,25",NULOS,44,"0,04",638,"0,59",317,"0,29",4,"0,00",2,"0,00",2,"0,00",31,"0,03",2,"0,00",7,"0,01",1,"0,00",3,"0,00",12,"0,01",12,0,0,"0,00",44,"0,04",1.075,"100,00%"
247,22,QUERÉTARO,13,PINAL DE AMOLES,,15,252,735,444,"0,60","0,40",PAN,269,"0,61",172,"0,39",PRI,97,"0,22",76,"0,17",MORENA,21,"0,05",PAN,269,"0,61",172,"0,39",PRI,97,"0,22",76,"0,17",MORENA,21,"0,05",269,"0,61",97,"0,22",18,"0,04",0,"0,00",0,"0,00",21,"0,05",1,"0,00",2,"0,00",0,"0,00",0,"0,00",19,"0,04",0,0,0,"0,00",17,"0,04",444,"100,00%"
248,22,QUERÉTARO,13,PINAL DE AMOLES,,15,253,2.471,1.529,"0,62","0,38",PAN,887,"0,58",674,"0,44",PRI,213,"0,14",32,"0,02",MORENA,181,"0,12",PAN,887,"0,58",674,"0,44",PRI,213,"0,14",32,"0,02",MORENA,181,"0,12",887,"0,58",213,"0,14",74,"0,05",8,"0,01",17,"0,01",181,"0,12",3,"0,00",38,"0,02",2,"0,00",4,"0,00",19,"0,01",16,0,0,"0,00",67,"0,04",1.529,"100,00%"
249,22,QUERÉTARO,13,PINAL DE AMOLES,,15,254,1.318,774,"0,59","0,41",PAN,469,"0,61",351,"0,45",PRI,118,"0,15",55,"0,07",PRD,63,"0,08",PAN,469,"0,61",351,"0,45",PRI,118,"0,15",55,"0,07",PRD,63,"0,08",469,"0,61",118,"0,15",63,"0,08",7,"0,01",4,"0,01",35,"0,05",2,"0,00",5,"0,01",1,"0,00",0,"0,00",28,"0,04",8,0,0,"0,00",34,"0,04",774,"100,00%"
250,22,QUERÉTARO,13,PINAL DE AMOLES,,15,255,351,192,"0,55","0,45",PAN,105,"0,55",63,"0,33",PRI,42,"0,22",19,"0,10",MORENA,23,"0,12",PAN,105,"0,55",63,"0,33",PRI,42,"0,22",19,"0,10",MORENA,23,"0,12",105,"0,55",42,"0,22",2,"0,01",0,"0,00",5,"0,03",23,"0,12",0,"0,00",4,"0,02",0,"0,00",1,"0,01",2,"0,01",0,0,0,"0,00",8,"0,04",192,"100,00%"
251,22,QUERÉTARO,13,PINAL DE AMOLES,,15,256,892,590,"0,66","0,34",PAN,292,"0,49",123,"0,21",PRI,169,"0,29",124,"0,21",MORENA,45,"0,08",PAN,292,"0,49",123,"0,21",PRI,169,"0,29",124,"0,21",MORENA,45,"0,08",292,"0,49",169,"0,29",2,"0,00",1,"0,00",2,"0,00",45,"0,08",3,"0,01",4,"0,01",2,"0,00",0,"0,00",28,"0,05",2,0,0,"0,00",40,"0,07",590,"100,00%"
252,22,QUERÉTARO,13,PINAL DE AMOLES,,15,257,434,314,"0,72","0,28",PAN,198,"0,63",136,"0,43",PRI,62,"0,20",38,"0,12",MORENA,24,"0,08",PAN,198,"0,63",136,"0,43",PRI,62,"0,20",38,"0,12",MORENA,24,"0,08",198,"0,63",62,"0,20",2,"0,01",2,"0,01",1,"0,00",24,"0,08",4,"0,01",8,"0,03",0,"0,00",2,"0,01",0,"0,00",2,0,0,"0,00",9,"0,03",314,"100,00%"
253,22,QUERÉTARO,13,PINAL DE AMOLES,,15,258,1.172,737,"0,63","0,37",PAN,493,"0,67",348,"0,47",PRI,145,"0,20",107,"0,15",MORENA,38,"0,05",PAN,493,"0,67",348,"0,47",PRI,145,"0,20",107,"0,15",MORENA,38,"0,05",493,"0,67",145,"0,20",4,"0,01",0,"0,00",1,"0,00",38,"0,05",0,"0,00",14,"0,02",1,"0,00",0,"0,00",1,"0,00",8,0,0,"0,00",32,"0,04",737,"100,00%"
254,22,QUERÉTARO,13,PINAL DE AMOLES,,15,259,1.013,574,"0,57","0,43",PAN,352,"0,61",222,"0,39",PRI,130,"0,23",99,"0,17",MORENA,31,"0,05",PAN,352,"0,61",222,"0,39",PRI,130,"0,23",99,"0,17",MORENA,31,"0,05",352,"0,61",130,"0,23",5,"0,01",2,"0,00",3,"0,01",31,"0,05",7,"0,01",8,"0,01",2,"0,00",5,"0,01",1,"0,00",4,0,0,"0,00",24,"0,04",574,"100,00%"
255,22,QUERÉTARO,13,PINAL DE AMOLES,,15,260,1.332,722,"0,54","0,46",PAN,425,"0,59",323,"0,45",PRI,102,"0,14",19,"0,03",MORENA,83,"0,11",PAN,425,"0,59",323,"0,45",PRI,102,"0,14",19,"0,03",MORENA,83,"0,11",425,"0,59",102,"0,14",26,"0,04",5,"0,01",6,"0,01",83,"0,11",1,"0,00",19,"0,03",5,"0,01",1,"0,00",5,"0,01",4,0,0,"0,00",40,"0,06",722,"100,00%"
256,22,QUERÉTARO,13,PINAL DE AMOLES,,15,261,1.499,806,"0,54","0,46",PAN,403,"0,50",241,"0,30",PRI,162,"0,20",93,"0,12",MORENA,69,"0,09",PAN,403,"0,50",241,"0,30",PRI,162,"0,20",93,"0,12",MORENA,69,"0,09",403,"0,50",162,"0,20",55,"0,07",4,"0,00",9,"0,01",69,"0,09",7,"0,01",22,"0,03",7,"0,01",2,"0,00",3,"0,00",8,0,0,"0,00",55,"0,07",806,"100,00%"
257,22,QUERÉTARO,13,PINAL DE AMOLES,,15,262,1.452,938,"0,65","0,35",PAN,514,"0,55",258,"0,28",PRI,256,"0,27",202,"0,22",NULOS,54,"0,06",PAN,514,"0,55",258,"0,28",PRI,256,"0,27",202,"0,22",NULOS,54,"0,06",514,"0,55",256,"0,27",2,"0,00",14,"0,01",5,"0,01",45,"0,05",9,"0,01",22,"0,02",5,"0,01",3,"0,00",2,"0,00",7,0,0,"0,00",54,"0,06",938,"100,00%"
