#,CVE_ENTIDAD,ENTIDAD,CU_MUNICIPIO,MUNICIPIO,DF,DL,SECCION,LISTA_NOMINAL,VOTOS_EMITIDOS,PARTICIPACION,ABSTENCION,1ER_LUGAR,1ERO_VOTOS,PCN,DIF_VOTOS_2DO,DIF_PCN_2DO,2DO_LUGAR,2DO_VOTOS,PCN 2,DIF_VOTOS_3RO,DIF_PCN_3RO,3ER_LUGAR,3RO_VOTOS,PCN 3,1PP_MV,VOTOS,PCN 4,DIF_2DO,PCN 5,2PP_MV,VOTOS 2,PCN 6,DIF_3RO,PCN 7,3PP_MV,VOTOS 3,PCN 8,PAN,PCN 9,PRI,PCN 10,PRD,PCN 11,MC,PCN 12,PVEM,PCN 13,MORENA,PCN 14,PT,PCN 15,QI,PCN 16,PES,PCN 17,RSP,PCN 18,FxM,PCN 19,PAN_QI,PCN 20,CNR,PCN 21,NULOS,PCN 22,TOT_VOTOS,VALIDACION
679,22,QUERÉTARO,5,CORREGIDORA,,7,694,1.429,570,"0,40","0,60",PAN,250,"0,44",50,"0,09",MORENA,200,"0,35",153,"0,27",PRI,47,"0,08",PAN,250,"0,44",50,"0,09",MORENA,200,"0,35",153,"0,27",PRI,47,"0,08",250,"0,44",47,"0,08",2,"0,00",18,"0,03",14,"0,02",200,"0,35",2,"0,00",5,"0,01",2,"0,00",12,"0,02",4,"0,01",3,0,1,"0,00",10,"0,02",570,"100,00%"
680,22,QUERÉTARO,5,CORREGIDORA,,7,695,2.666,975,"0,37","0,63",PAN,435,"0,45",162,"0,17",MORENA,273,"0,28",179,"0,18",PRI,94,"0,10",PAN,435,"0,45",162,"0,17",MORENA,273,"0,28",179,"0,18",PRI,94,"0,10",435,"0,45",94,"0,10",13,"0,01",18,"0,02",30,"0,03",273,"0,28",31,"0,03",11,"0,01",14,"0,01",7,"0,01",10,"0,01",8,0,0,"0,00",31,"0,03",975,"100,00%"
681,22,QUERÉTARO,14,QUERETARO,,13,696,1.260,611,"0,48","0,52",MORENA,198,"0,32",27,"0,04",PAN,171,"0,28",57,"0,09",PRI,114,"0,19",MORENA,198,"0,32",27,"0,04",PAN,171,"0,28",57,"0,09",PRI,114,"0,19",171,"0,28",114,"0,19",5,"0,01",7,"0,01",8,"0,01",198,"0,32",2,"0,00",2,"0,00",3,"0,00",0,"0,00",2,"0,00",86,0,1,"0,00",12,"0,02",611,"100,00%"
682,22,QUERÉTARO,14,QUERETARO,,4,697,1.199,545,"0,45","0,55",PAN,218,"0,40",27,"0,05",MORENA,191,"0,35",114,"0,21",PRI,77,"0,14",PAN,218,"0,40",27,"0,05",MORENA,191,"0,35",114,"0,21",PRI,77,"0,14",218,"0,40",77,"0,14",4,"0,01",13,"0,02",11,"0,02",191,"0,35",0,"0,00",2,"0,00",3,"0,01",10,"0,02",3,"0,01",0,0,0,"0,00",13,"0,02",545,"100,00%"
683,22,QUERÉTARO,14,QUERETARO,,1,698,1.332,684,"0,51","0,49",PAN,349,"0,51",130,"0,19",MORENA,219,"0,32",158,"0,23",PRI,61,"0,09",PAN,349,"0,51",130,"0,19",MORENA,219,"0,32",158,"0,23",PRI,61,"0,09",349,"0,51",61,"0,09",2,"0,00",14,"0,02",6,"0,01",219,"0,32",3,"0,00",2,"0,00",6,"0,01",4,"0,01",1,"0,00",0,0,0,"0,00",17,"0,02",684,"100,00%"
684,22,QUERÉTARO,14,QUERETARO,,1,699,1.443,619,"0,43","0,57",MORENA,242,"0,39",7,"0,01",PAN,235,"0,38",165,"0,27",PRI,70,"0,11",MORENA,242,"0,39",7,"0,01",PAN,235,"0,38",165,"0,27",PRI,70,"0,11",235,"0,38",70,"0,11",6,"0,01",14,"0,02",12,"0,02",242,"0,39",2,"0,00",1,"0,00",7,"0,01",6,"0,01",4,"0,01",8,0,0,"0,00",12,"0,02",619,"100,00%"
685,22,QUERÉTARO,14,QUERETARO,,1,700,1.256,625,"0,50","0,50",PAN,286,"0,46",91,"0,15",MORENA,195,"0,31",143,"0,23",PRI,52,"0,08",PAN,286,"0,46",91,"0,15",MORENA,195,"0,31",143,"0,23",PRI,52,"0,08",286,"0,46",52,"0,08",3,"0,00",29,"0,05",18,"0,03",195,"0,31",2,"0,00",2,"0,00",5,"0,01",11,"0,02",6,"0,01",2,0,0,"0,00",14,"0,02",625,"100,00%"
686,22,QUERÉTARO,14,QUERETARO,,1,701,1.278,578,"0,45","0,55",MORENA,223,"0,39",19,"0,03",PAN,204,"0,35",137,"0,24",PRI,67,"0,12",MORENA,223,"0,39",19,"0,03",PAN,204,"0,35",137,"0,24",PRI,67,"0,12",204,"0,35",67,"0,12",5,"0,01",8,"0,01",17,"0,03",223,"0,39",6,"0,01",5,"0,01",3,"0,01",14,"0,02",5,"0,01",3,0,0,"0,00",18,"0,03",578,"100,00%"
687,22,QUERÉTARO,14,QUERETARO,,1,702,1.295,680,"0,53","0,47",PAN,368,"0,54",192,"0,28",MORENA,176,"0,26",120,"0,18",PRI,56,"0,08",PAN,368,"0,54",192,"0,28",MORENA,176,"0,26",120,"0,18",PRI,56,"0,08",368,"0,54",56,"0,08",9,"0,01",14,"0,02",19,"0,03",176,"0,26",0,"0,00",6,"0,01",5,"0,01",12,"0,02",2,"0,00",4,0,0,"0,00",9,"0,01",680,"100,00%"
688,22,QUERÉTARO,14,QUERETARO,,1,703,1.315,657,"0,50","0,50",PAN,292,"0,44",79,"0,12",MORENA,213,"0,32",139,"0,21",PRI,74,"0,11",PAN,292,"0,44",79,"0,12",MORENA,213,"0,32",139,"0,21",PRI,74,"0,11",292,"0,44",74,"0,11",8,"0,01",14,"0,02",14,"0,02",213,"0,32",5,"0,01",4,"0,01",6,"0,01",9,"0,01",5,"0,01",1,0,0,"0,00",12,"0,02",657,"100,00%"
689,22,QUERÉTARO,14,QUERETARO,,4,704,1.154,589,"0,51","0,49",PAN,285,"0,48",107,"0,18",MORENA,178,"0,30",110,"0,19",PRI,68,"0,12",PAN,285,"0,48",107,"0,18",MORENA,178,"0,30",110,"0,19",PRI,68,"0,12",285,"0,48",68,"0,12",3,"0,01",14,"0,02",13,"0,02",178,"0,30",7,"0,01",2,"0,00",3,"0,01",5,"0,01",1,"0,00",1,0,0,"0,00",9,"0,02",589,"100,00%"
690,22,QUERÉTARO,14,QUERETARO,,4,705,1.185,577,"0,49","0,51",PAN,261,"0,45",77,"0,13",MORENA,184,"0,32",123,"0,21",PRI,61,"0,11",PAN,261,"0,45",77,"0,13",MORENA,184,"0,32",123,"0,21",PRI,61,"0,11",261,"0,45",61,"0,11",6,"0,01",10,"0,02",14,"0,02",184,"0,32",8,"0,01",2,"0,00",6,"0,01",4,"0,01",3,"0,01",3,0,0,"0,00",15,"0,03",577,"100,00%"
691,22,QUERÉTARO,14,QUERETARO,,4,706,1.105,546,"0,49","0,51",PAN,244,"0,45",91,"0,17",MORENA,153,"0,28",79,"0,14",PRI,74,"0,14",PAN,244,"0,45",91,"0,17",MORENA,153,"0,28",79,"0,14",PRI,74,"0,14",244,"0,45",74,"0,14",2,"0,00",18,"0,03",10,"0,02",153,"0,28",3,"0,01",6,"0,01",2,"0,00",8,"0,01",8,"0,01",1,0,0,"0,00",17,"0,03",546,"100,00%"
692,22,QUERÉTARO,14,QUERETARO,,4,707,1.119,464,"0,41","0,59",PAN,174,"0,38",10,"0,02",MORENA,164,"0,35",103,"0,22",PRI,61,"0,13",PAN,174,"0,38",10,"0,02",MORENA,164,"0,35",103,"0,22",PRI,61,"0,13",174,"0,38",61,"0,13",0,"0,00",5,"0,01",11,"0,02",164,"0,35",4,"0,01",3,"0,01",1,"0,00",5,"0,01",7,"0,02",4,0,2,"0,00",23,"0,05",464,"100,00%"
693,22,QUERÉTARO,14,QUERETARO,,4,708,959,407,"0,42","0,58",MORENA,158,"0,39",51,"0,13",PAN,107,"0,26",35,"0,09",PRI,72,"0,18",MORENA,158,"0,39",51,"0,13",PAN,107,"0,26",35,"0,09",PRI,72,"0,18",107,"0,26",72,"0,18",3,"0,01",11,"0,03",9,"0,02",158,"0,39",4,"0,01",2,"0,00",6,"0,01",8,"0,02",4,"0,01",2,0,0,"0,00",21,"0,05",407,"100,00%"
694,22,QUERÉTARO,14,QUERETARO,,4,709,1.000,428,"0,43","0,57",MORENA,151,"0,35",23,"0,05",PAN,128,"0,30",33,"0,08",PRI,95,"0,22",MORENA,151,"0,35",23,"0,05",PAN,128,"0,30",33,"0,08",PRI,95,"0,22",128,"0,30",95,"0,22",4,"0,01",8,"0,02",10,"0,02",151,"0,35",3,"0,01",4,"0,01",4,"0,01",6,"0,01",5,"0,01",2,0,1,"0,00",7,"0,02",428,"100,00%"
695,22,QUERÉTARO,14,QUERETARO,,4,710,1.234,488,"0,40","0,60",PAN,168,"0,34",12,"0,02",MORENA,156,"0,32",49,"0,10",PRI,107,"0,22",PAN,168,"0,34",12,"0,02",MORENA,156,"0,32",49,"0,10",PRI,107,"0,22",168,"0,34",107,"0,22",3,"0,01",15,"0,03",9,"0,02",156,"0,32",3,"0,01",2,"0,00",2,"0,00",3,"0,01",6,"0,01",1,0,0,"0,00",13,"0,03",488,"100,00%"
696,22,QUERÉTARO,14,QUERETARO,,4,711,1.200,593,"0,49","0,51",PAN,287,"0,48",118,"0,20",MORENA,169,"0,28",96,"0,16",PRI,73,"0,12",PAN,287,"0,48",118,"0,20",MORENA,169,"0,28",96,"0,16",PRI,73,"0,12",287,"0,48",73,"0,12",4,"0,01",15,"0,03",13,"0,02",169,"0,28",7,"0,01",4,"0,01",3,"0,01",4,"0,01",3,"0,01",0,0,2,"0,00",9,"0,02",593,"100,00%"
697,22,QUERÉTARO,14,QUERETARO,,4,712,1.247,648,"0,52","0,48",PAN,286,"0,44",74,"0,11",MORENA,212,"0,33",142,"0,22",PRI,70,"0,11",PAN,286,"0,44",74,"0,11",MORENA,212,"0,33",142,"0,22",PRI,70,"0,11",286,"0,44",70,"0,11",3,"0,00",13,"0,02",13,"0,02",212,"0,33",1,"0,00",6,"0,01",2,"0,00",10,"0,02",5,"0,01",3,0,3,"0,00",21,"0,03",648,"100,00%"
698,22,QUERÉTARO,14,QUERETARO,,4,713,1.158,608,"0,53","0,47",PAN,373,"0,61",244,"0,40",MORENA,129,"0,21",80,"0,13",PRI,49,"0,08",PAN,373,"0,61",244,"0,40",MORENA,129,"0,21",80,"0,13",PRI,49,"0,08",373,"0,61",49,"0,08",6,"0,01",16,"0,03",7,"0,01",129,"0,21",1,"0,00",1,"0,00",1,"0,00",4,"0,01",1,"0,00",0,0,0,"0,00",20,"0,03",608,"100,00%"
699,22,QUERÉTARO,14,QUERETARO,,4,714,1.190,657,"0,55","0,45",PAN,321,"0,49",129,"0,20",MORENA,192,"0,29",115,"0,18",PRI,77,"0,12",PAN,321,"0,49",129,"0,20",MORENA,192,"0,29",115,"0,18",PRI,77,"0,12",321,"0,49",77,"0,12",7,"0,01",19,"0,03",14,"0,02",192,"0,29",4,"0,01",3,"0,00",2,"0,00",5,"0,01",4,"0,01",0,0,0,"0,00",9,"0,01",657,"100,00%"
700,22,QUERÉTARO,14,QUERETARO,,4,715,1.931,1.017,"0,53","0,47",PAN,487,"0,48",178,"0,18",MORENA,309,"0,30",193,"0,19",PRI,116,"0,11",PAN,487,"0,48",178,"0,18",MORENA,309,"0,30",193,"0,19",PRI,116,"0,11",487,"0,48",116,"0,11",5,"0,00",18,"0,02",16,"0,02",309,"0,30",8,"0,01",11,"0,01",7,"0,01",4,"0,00",4,"0,00",5,0,1,"0,00",26,"0,03",1.017,"100,00%"
701,22,QUERÉTARO,14,QUERETARO,,4,716,1.317,696,"0,53","0,47",PAN,368,"0,53",180,"0,26",MORENA,188,"0,27",140,"0,20",PRI,48,"0,07",PAN,368,"0,53",180,"0,26",MORENA,188,"0,27",140,"0,20",PRI,48,"0,07",368,"0,53",48,"0,07",9,"0,01",25,"0,04",11,"0,02",188,"0,27",5,"0,01",6,"0,01",6,"0,01",8,"0,01",6,"0,01",2,0,1,"0,00",13,"0,02",696,"100,00%"
702,22,QUERÉTARO,14,QUERETARO,,4,717,1.199,608,"0,51","0,49",PAN,263,"0,43",42,"0,07",MORENA,221,"0,36",163,"0,27",PRI,58,"0,10",PAN,263,"0,43",42,"0,07",MORENA,221,"0,36",163,"0,27",PRI,58,"0,10",263,"0,43",58,"0,10",2,"0,00",19,"0,03",14,"0,02",221,"0,36",3,"0,00",2,"0,00",4,"0,01",12,"0,02",3,"0,00",1,0,0,"0,00",6,"0,01",608,"100,00%"
703,22,QUERÉTARO,14,QUERETARO,,4,718,1.617,657,"0,41","0,59",PAN,254,"0,39",29,"0,04",MORENA,225,"0,34",143,"0,22",PRI,82,"0,12",PAN,254,"0,39",29,"0,04",MORENA,225,"0,34",143,"0,22",PRI,82,"0,12",254,"0,39",82,"0,12",4,"0,01",21,"0,03",15,"0,02",225,"0,34",3,"0,00",6,"0,01",7,"0,01",4,"0,01",9,"0,01",7,0,0,"0,00",20,"0,03",657,"100,00%"
704,22,QUERÉTARO,14,QUERETARO,,4,719,1.379,756,"0,55","0,45",PAN,316,"0,42",46,"0,06",MORENA,270,"0,36",186,"0,25",PRI,84,"0,11",PAN,316,"0,42",46,"0,06",MORENA,270,"0,36",186,"0,25",PRI,84,"0,11",316,"0,42",84,"0,11",5,"0,01",20,"0,03",15,"0,02",270,"0,36",6,"0,01",10,"0,01",3,"0,00",4,"0,01",4,"0,01",4,0,0,"0,00",15,"0,02",756,"100,00%"
705,22,QUERÉTARO,14,QUERETARO,,4,720,852,470,"0,55","0,45",PAN,194,"0,41",6,"0,01",MORENA,188,"0,40",145,"0,31",PRI,43,"0,09",PAN,194,"0,41",6,"0,01",MORENA,188,"0,40",145,"0,31",PRI,43,"0,09",194,"0,41",43,"0,09",1,"0,00",7,"0,01",13,"0,03",188,"0,40",3,"0,01",1,"0,00",5,"0,01",3,"0,01",0,"0,00",1,0,0,"0,00",11,"0,02",470,"100,00%"
706,22,QUERÉTARO,14,QUERETARO,,4,721,792,386,"0,49","0,51",MORENA,153,"0,40",2,"0,01",PAN,151,"0,39",113,"0,29",PRI,38,"0,10",MORENA,153,"0,40",2,"0,01",PAN,151,"0,39",113,"0,29",PRI,38,"0,10",151,"0,39",38,"0,10",2,"0,01",10,"0,03",16,"0,04",153,"0,40",1,"0,00",0,"0,00",2,"0,01",2,"0,01",1,"0,00",3,0,1,"0,00",6,"0,02",386,"100,00%"
707,22,QUERÉTARO,14,QUERETARO,,4,722,1.733,853,"0,49","0,51",PAN,405,"0,47",139,"0,16",MORENA,266,"0,31",201,"0,24",PRI,65,"0,08",PAN,405,"0,47",139,"0,16",MORENA,266,"0,31",201,"0,24",PRI,65,"0,08",405,"0,47",65,"0,08",4,"0,00",29,"0,03",22,"0,03",266,"0,31",4,"0,00",4,"0,00",8,"0,01",10,"0,01",10,"0,01",5,0,1,"0,00",20,"0,02",853,"100,00%"
708,22,QUERÉTARO,14,QUERETARO,,4,723,2.036,1.022,"0,50","0,50",PAN,486,"0,48",169,"0,17",MORENA,317,"0,31",199,"0,19",PRI,118,"0,12",PAN,486,"0,48",169,"0,17",MORENA,317,"0,31",199,"0,19",PRI,118,"0,12",486,"0,48",118,"0,12",4,"0,00",24,"0,02",20,"0,02",317,"0,31",2,"0,00",6,"0,01",11,"0,01",7,"0,01",8,"0,01",4,0,2,"0,00",13,"0,01",1.022,"100,00%"
709,22,QUERÉTARO,14,QUERETARO,,4,724,1.094,515,"0,47","0,53",PAN,211,"0,41",34,"0,07",MORENA,177,"0,34",103,"0,20",PRI,74,"0,14",PAN,211,"0,41",34,"0,07",MORENA,177,"0,34",103,"0,20",PRI,74,"0,14",211,"0,41",74,"0,14",2,"0,00",6,"0,01",16,"0,03",177,"0,34",3,"0,01",7,"0,01",3,"0,01",2,"0,00",3,"0,01",0,0,0,"0,00",11,"0,02",515,"100,00%"
710,22,QUERÉTARO,14,QUERETARO,,4,725,2.599,1.243,"0,48","0,52",PAN,668,"0,54",322,"0,26",MORENA,346,"0,28",247,"0,20",PRI,99,"0,08",PAN,668,"0,54",322,"0,26",MORENA,346,"0,28",247,"0,20",PRI,99,"0,08",668,"0,54",99,"0,08",3,"0,00",27,"0,02",33,"0,03",346,"0,28",6,"0,00",11,"0,01",3,"0,00",16,"0,01",8,"0,01",7,0,1,"0,00",15,"0,01",1.243,"100,00%"
711,22,QUERÉTARO,14,QUERETARO,,4,726,1.068,424,"0,40","0,60",MORENA,227,"0,54",129,"0,30",PAN,98,"0,23",46,"0,11",PRI,52,"0,12",MORENA,227,"0,54",129,"0,30",PAN,98,"0,23",46,"0,11",PRI,52,"0,12",98,"0,23",52,"0,12",3,"0,01",5,"0,01",13,"0,03",227,"0,54",5,"0,01",2,"0,00",4,"0,01",4,"0,01",2,"0,00",0,0,0,"0,00",9,"0,02",424,"100,00%"
712,22,QUERÉTARO,14,QUERETARO,,4,727,3.126,1.295,"0,41","0,59",PAN,717,"0,55",383,"0,30",MORENA,334,"0,26",205,"0,16",PRI,129,"0,10",PAN,717,"0,55",383,"0,30",MORENA,334,"0,26",205,"0,16",PRI,129,"0,10",717,"0,55",129,"0,10",4,"0,00",16,"0,01",22,"0,02",334,"0,26",9,"0,01",6,"0,00",9,"0,01",15,"0,01",11,"0,01",6,0,2,"0,00",15,"0,01",1.295,"100,00%"
713,22,QUERÉTARO,14,QUERETARO,,4,728,1.086,564,"0,52","0,48",PAN,264,"0,47",95,"0,17",MORENA,169,"0,30",105,"0,19",PRI,64,"0,11",PAN,264,"0,47",95,"0,17",MORENA,169,"0,30",105,"0,19",PRI,64,"0,11",264,"0,47",64,"0,11",8,"0,01",13,"0,02",14,"0,02",169,"0,30",1,"0,00",1,"0,00",6,"0,01",6,"0,01",1,"0,00",7,0,1,"0,00",9,"0,02",564,"100,00%"
714,22,QUERÉTARO,14,QUERETARO,,4,729,1.103,578,"0,52","0,48",PAN,246,"0,43",35,"0,06",MORENA,211,"0,37",151,"0,26",PRI,60,"0,10",PAN,246,"0,43",35,"0,06",MORENA,211,"0,37",151,"0,26",PRI,60,"0,10",246,"0,43",60,"0,10",5,"0,01",13,"0,02",13,"0,02",211,"0,37",3,"0,01",2,"0,00",1,"0,00",4,"0,01",3,"0,01",6,0,0,"0,00",11,"0,02",578,"100,00%"
715,22,QUERÉTARO,14,QUERETARO,,1,730,529,320,"0,60","0,40",MORENA,124,"0,39",6,"0,02",PAN,118,"0,37",82,"0,26",PRI,36,"0,11",MORENA,124,"0,39",6,"0,02",PAN,118,"0,37",82,"0,26",PRI,36,"0,11",118,"0,37",36,"0,11",6,"0,02",5,"0,02",4,"0,01",124,"0,39",3,"0,01",3,"0,01",5,"0,02",3,"0,01",4,"0,01",0,0,0,"0,00",9,"0,03",320,"100,00%"
716,22,QUERÉTARO,14,QUERETARO,,1,731,934,517,"0,55","0,45",PAN,266,"0,51",109,"0,21",MORENA,157,"0,30",108,"0,21",PRI,49,"0,09",PAN,266,"0,51",109,"0,21",MORENA,157,"0,30",108,"0,21",PRI,49,"0,09",266,"0,51",49,"0,09",1,"0,00",8,"0,02",12,"0,02",157,"0,30",4,"0,01",4,"0,01",4,"0,01",2,"0,00",0,"0,00",4,0,0,"0,00",6,"0,01",517,"100,00%"
717,22,QUERÉTARO,14,QUERETARO,,1,732,1.518,798,"0,53","0,47",PAN,393,"0,49",170,"0,21",MORENA,223,"0,28",124,"0,16",PRI,99,"0,12",PAN,393,"0,49",170,"0,21",MORENA,223,"0,28",124,"0,16",PRI,99,"0,12",393,"0,49",99,"0,12",5,"0,01",22,"0,03",13,"0,02",223,"0,28",1,"0,00",2,"0,00",3,"0,00",9,"0,01",10,"0,01",3,0,0,"0,00",15,"0,02",798,"100,00%"
718,22,QUERÉTARO,14,QUERETARO,,1,733,1.685,680,"0,40","0,60",MORENA,266,"0,39",10,"0,01",PAN,256,"0,38",162,"0,24",PRI,94,"0,14",MORENA,266,"0,39",10,"0,01",PAN,256,"0,38",162,"0,24",PRI,94,"0,14",256,"0,38",94,"0,14",1,"0,00",10,"0,01",8,"0,01",266,"0,39",5,"0,01",7,"0,01",4,"0,01",15,"0,02",2,"0,00",1,0,1,"0,00",10,"0,01",680,"100,00%"
719,22,QUERÉTARO,14,QUERETARO,,3,734,550,300,"0,55","0,45",PAN,145,"0,48",59,"0,20",MORENA,86,"0,29",64,"0,21",PRI,22,"0,07",PAN,145,"0,48",59,"0,20",MORENA,86,"0,29",64,"0,21",PRI,22,"0,07",145,"0,48",22,"0,07",2,"0,01",15,"0,05",6,"0,02",86,"0,29",2,"0,01",3,"0,01",4,"0,01",2,"0,01",4,"0,01",3,0,0,"0,00",6,"0,02",300,"100,00%"
720,22,QUERÉTARO,14,QUERETARO,,3,735,578,337,"0,58","0,42",PAN,168,"0,50",53,"0,16",MORENA,115,"0,34",94,"0,28",PRI,21,"0,06",PAN,168,"0,50",53,"0,16",MORENA,115,"0,34",94,"0,28",PRI,21,"0,06",168,"0,50",21,"0,06",3,"0,01",5,"0,01",9,"0,03",115,"0,34",1,"0,00",0,"0,00",1,"0,00",1,"0,00",2,"0,01",3,0,0,"0,00",8,"0,02",337,"100,00%"
721,22,QUERÉTARO,14,QUERETARO,,3,736,1.044,468,"0,45","0,55",PAN,186,"0,40",4,"0,01",MORENA,182,"0,39",137,"0,29",PRI,45,"0,10",PAN,186,"0,40",4,"0,01",MORENA,182,"0,39",137,"0,29",PRI,45,"0,10",186,"0,40",45,"0,10",2,"0,00",7,"0,01",9,"0,02",182,"0,39",5,"0,01",4,"0,01",3,"0,01",7,"0,01",3,"0,01",7,0,0,"0,00",8,"0,02",468,"100,00%"
722,22,QUERÉTARO,14,QUERETARO,,3,737,1.000,442,"0,44","0,56",PAN,194,"0,44",38,"0,09",MORENA,156,"0,35",121,"0,27",PRI,35,"0,08",PAN,194,"0,44",38,"0,09",MORENA,156,"0,35",121,"0,27",PRI,35,"0,08",194,"0,44",35,"0,08",1,"0,00",8,"0,02",21,"0,05",156,"0,35",3,"0,01",4,"0,01",3,"0,01",3,"0,01",2,"0,00",7,0,0,"0,00",5,"0,01",442,"100,00%"
723,22,QUERÉTARO,14,QUERETARO,,3,738,1.009,455,"0,45","0,55",PAN,225,"0,49",90,"0,20",MORENA,135,"0,30",89,"0,20",PRI,46,"0,10",PAN,225,"0,49",90,"0,20",MORENA,135,"0,30",89,"0,20",PRI,46,"0,10",225,"0,49",46,"0,10",7,"0,02",7,"0,02",8,"0,02",135,"0,30",1,"0,00",4,"0,01",3,"0,01",5,"0,01",4,"0,01",1,0,1,"0,00",8,"0,02",455,"100,00%"
724,22,QUERÉTARO,14,QUERETARO,,3,739,1.170,514,"0,44","0,56",MORENA,204,"0,40",7,"0,01",PAN,197,"0,38",141,"0,27",PRI,56,"0,11",MORENA,204,"0,40",7,"0,01",PAN,197,"0,38",141,"0,27",PRI,56,"0,11",197,"0,38",56,"0,11",3,"0,01",6,"0,01",12,"0,02",204,"0,40",2,"0,00",1,"0,00",3,"0,01",5,"0,01",6,"0,01",0,0,1,"0,00",18,"0,04",514,"100,00%"
725,22,QUERÉTARO,14,QUERETARO,,3,740,1.235,516,"0,42","0,58",PAN,198,"0,38",0,"0,00",PAN,198,"0,38",135,"0,26",PRI,63,"0,12",PAN,198,"0,38",0,"0,00",PAN,198,"0,38",135,"0,26",PRI,63,"0,12",198,"0,38",63,"0,12",7,"0,01",10,"0,02",12,"0,02",198,"0,38",1,"0,00",2,"0,00",4,"0,01",5,"0,01",0,"0,00",4,0,1,"0,00",11,"0,02",516,"100,00%"
726,22,QUERÉTARO,14,QUERETARO,,3,741,1.229,528,"0,43","0,57",PAN,213,"0,40",29,"0,05",MORENA,184,"0,35",124,"0,23",PRI,60,"0,11",PAN,213,"0,40",29,"0,05",MORENA,184,"0,35",124,"0,23",PRI,60,"0,11",213,"0,40",60,"0,11",0,"0,00",18,"0,03",12,"0,02",184,"0,35",11,"0,02",2,"0,00",0,"0,00",6,"0,01",6,"0,01",3,0,0,"0,00",13,"0,02",528,"100,00%"
727,22,QUERÉTARO,14,QUERETARO,,3,742,1.147,517,"0,45","0,55",PAN,236,"0,46",56,"0,11",MORENA,180,"0,35",134,"0,26",PRI,46,"0,09",PAN,236,"0,46",56,"0,11",MORENA,180,"0,35",134,"0,26",PRI,46,"0,09",236,"0,46",46,"0,09",5,"0,01",20,"0,04",6,"0,01",180,"0,35",1,"0,00",4,"0,01",3,"0,01",0,"0,00",3,"0,01",3,0,1,"0,00",9,"0,02",517,"100,00%"
728,22,QUERÉTARO,14,QUERETARO,,3,743,1.431,654,"0,46","0,54",PAN,326,"0,50",99,"0,15",MORENA,227,"0,35",184,"0,28",PRI,43,"0,07",PAN,326,"0,50",99,"0,15",MORENA,227,"0,35",184,"0,28",PRI,43,"0,07",326,"0,50",43,"0,07",4,"0,01",5,"0,01",7,"0,01",227,"0,35",4,"0,01",5,"0,01",2,"0,00",6,"0,01",7,"0,01",3,0,1,"0,00",14,"0,02",654,"100,00%"
729,22,QUERÉTARO,14,QUERETARO,,3,744,1.134,527,"0,46","0,54",PAN,249,"0,47",49,"0,09",MORENA,200,"0,38",160,"0,30",PRI,40,"0,08",PAN,249,"0,47",49,"0,09",MORENA,200,"0,38",160,"0,30",PRI,40,"0,08",249,"0,47",40,"0,08",0,"0,00",9,"0,02",10,"0,02",200,"0,38",1,"0,00",2,"0,00",1,"0,00",1,"0,00",2,"0,00",3,0,1,"0,00",8,"0,02",527,"100,00%"
730,22,QUERÉTARO,14,QUERETARO,,3,745,1.118,571,"0,51","0,49",PAN,239,"0,42",12,"0,02",MORENA,227,"0,40",178,"0,31",PRI,49,"0,09",PAN,239,"0,42",12,"0,02",MORENA,227,"0,40",178,"0,31",PRI,49,"0,09",239,"0,42",49,"0,09",4,"0,01",9,"0,02",10,"0,02",227,"0,40",4,"0,01",3,"0,01",5,"0,01",2,"0,00",3,"0,01",2,0,0,"0,00",14,"0,02",571,"100,00%"
731,22,QUERÉTARO,14,QUERETARO,,3,746,356,138,"0,39","0,61",PAN,55,"0,40",5,"0,04",MORENA,50,"0,36",34,"0,25",PRI,16,"0,12",PAN,55,"0,40",5,"0,04",MORENA,50,"0,36",34,"0,25",PRI,16,"0,12",55,"0,40",16,"0,12",1,"0,01",4,"0,03",5,"0,04",50,"0,36",2,"0,01",0,"0,00",0,"0,00",1,"0,01",1,"0,01",0,0,0,"0,00",3,"0,02",138,"100,00%"
732,22,QUERÉTARO,14,QUERETARO,,3,747,1.296,599,"0,46","0,54",PAN,262,"0,44",51,"0,09",MORENA,211,"0,35",143,"0,24",PRI,68,"0,11",PAN,262,"0,44",51,"0,09",MORENA,211,"0,35",143,"0,24",PRI,68,"0,11",262,"0,44",68,"0,11",4,"0,01",13,"0,02",6,"0,01",211,"0,35",2,"0,00",5,"0,01",3,"0,01",6,"0,01",1,"0,00",3,0,0,"0,00",15,"0,03",599,"100,00%"
733,22,QUERÉTARO,14,QUERETARO,,3,748,465,213,"0,46","0,54",PAN,90,"0,42",4,"0,02",MORENA,86,"0,40",76,"0,36",PRI,10,"0,05",PAN,90,"0,42",4,"0,02",MORENA,86,"0,40",76,"0,36",PRI,10,"0,05",90,"0,42",10,"0,05",2,"0,01",3,"0,01",8,"0,04",86,"0,40",2,"0,01",0,"0,00",0,"0,00",8,"0,04",0,"0,00",2,0,0,"0,00",2,"0,01",213,"100,00%"
